528,
532,
663,
631,
693,
3980,
714,
5201,
506,
650,
3405,
538,
554,
4642,
529,
556,
574,
570,
544,
542,
545,
1653,
543,
534,
565,
603,
516,
4410,
658,
701,
2976,
3347,
515,
6642,
3686,
513,
4131,
3174,
3020,
662,
5682,
504,
3942,
713,
869,
541,
548,
5418,
706,
490,
7717,
621,
530,
580,
486,
4240,
4051,
501,
470,
532,
3479,
509,
3916,
4323,
7467,
3415,
502,
4821,
4104,
3645,
592,
779,
4932,
530,
564,
5964,
2851,
539,
522,
3070,
540,
3871,
537,
919,
4012,
561,
516,
681,
3994,
2832,
551,
511,
4173,
3882,
509,
4536,
3771,
532,
550,
7534,
